dataset_id,variant,kind,group,driver_id,vehicle_id,phone_id,n_copies,canonical_path,all_paths,n_rows,n_cols,columns_raw,unmapped_columns,file_size_bytes,duplicate_canonical_cols,missing_total,missing_pct_max,cols_with_missing,duplicate_rows,inf_values,timestamp_col,date_parse_fail,wall_start,wall_end,t_monotonic,duplicate_timestamps,dt_min,dt_max,dt_mean,dt_std,dt_median,rate_hz,dt_zero,gaps_gt_0p5s,gaps_gt_2s,abnormal_dt,duration_s,has_acc,has_gyro,has_gravity,has_mag,has_orientation,has_gps,has_gps_accuracy,has_vehicle_fields,has_gps_satellites,sats_mean,gps_update_median_s,gps_update_max_s,gps_outages_gt5s,gps_fix_count,gps_hold_ratio,gps_acc_mean,gps_acc_max,lat_min,lat_max,lon_min,lon_max,lat_lon_zero_rows,speed_max_kmh,speed_mean_kmh,gyro_mag_mean,gyro_mag_std,acc_mag_mean,acc_mag_std
V-Vfa02,V_sync,V,vfa,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vf (Driver E)\V-Vfa02\V-Vfa02.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vf (Driver E)\V-Vfa02\V-Vfa02.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-Vfa02.csv,67755,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,13955001,,0,0.0,,0,0,Time Since Start of Day (seconds),0,35829.9,42605.3,True,0,0.099,0.101,0.1,5e-06,0.1,10.0,0.0,0.0,0.0,0.0,6775.4,False,False,False,False,False,True,False,True,True,133.58,0.1,0.9,0.0,67433,0.0048,,,52.709842,53.792844,-1.770652,-1.231059,0,117.911,86.679,,,,
V-Vfb01a,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01a\V-Vfb01a.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01a\V-Vfb01a.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb01a.csv,17000,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,3363089,,0,0.0,,0,0,Time Since Start of Day (seconds),0,59124.2,60824.1,True,0,0.099,0.101,0.1,1.1e-05,0.1,10.0,0.0,0.0,0.0,0.0,1699.9,False,False,False,False,False,True,False,True,True,85.86,0.1,3.6,0.0,15753,0.0734,,,53.768472,53.795073,-1.767011,-1.749168,0,68.872,13.566,,,,
V-Vfb01b,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01b\V-Vfb01b.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01b\V-Vfb01b.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb01b.csv,3880,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,795266,,0,0.0,,0,0,Time Since Start of Day (seconds),0,60824.2,61212.1,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,387.9,False,False,False,False,False,True,False,True,True,137.87,0.1,0.7,0.0,3845,0.009,,,53.738121,53.768456,-1.749156,-1.722952,0,82.994,37.78,,,,
V-Vfb01c,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01c\V-Vfb01c.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01c\V-Vfb01c.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb01c.csv,6320,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,1280169,,0,0.0,,0,0,Time Since Start of Day (seconds),0,61212.2,61844.1,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,631.9,False,False,False,False,False,True,False,True,True,136.17,0.1,0.2,0.0,6317,0.0005,,,53.7297,53.747732,-1.722937,-1.582272,0,104.53,60.709,,,,
V-Vfb01d,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01d\V-Vfb01d.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb01d\V-Vfb01d.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb01d.csv,10713,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,2123447,,0,0.0,,0,0,Time Since Start of Day (seconds),0,61844.2,62915.4,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,1071.2,False,False,False,False,False,True,False,True,True,117.4,0.1,1.2,0.0,9322,0.1298,,,53.721566,53.734512,-1.582266,-1.543046,0,55.984,11.263,,,,
V-Vfb02a,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02a\V-Vfb02a.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02a\V-Vfb02a.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02a.csv,35960,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,7418599,,0,0.0,,0,0,Time Since Start of Day (seconds),0,64933.4,68529.3,True,0,0.099,0.101,0.1,7e-06,0.1,10.0,0.0,0.0,0.0,0.0,3595.9,False,False,False,False,False,True,False,True,True,134.0,0.1,0.4,0.0,35940,0.0006,,,52.990939,53.721874,-1.55741,-1.230652,0,122.278,96.61,,,,
V-Vfb02b,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02b\V-Vfb02b.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02b\V-Vfb02b.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02b.csv,11000,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,2240834,,0,0.0,,0,0,Time Since Start of Day (seconds),0,68529.4,69629.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,1099.9,False,False,False,False,False,True,False,True,True,95.17,0.1,1.9,0.0,10577,0.0385,,,52.98706,53.001613,-1.23327,-1.18567,0,84.29,25.152,,,,
V-Vfb02c,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02c\V-Vfb02c.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02c\V-Vfb02c.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02c.csv,640,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,132991,,0,0.0,,0,0,Time Since Start of Day (seconds),0,69629.4,69693.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,63.9,False,False,False,False,False,True,False,True,True,116.78,0.1,0.1,0.0,639,0.0016,,,52.997251,52.999214,-1.204602,-1.200294,0,52.816,30.218,,,,
V-Vfb02d,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02d\V-Vfb02d.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02d\V-Vfb02d.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02d.csv,880,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,182339,,0,0.0,,0,0,Time Since Start of Day (seconds),0,69693.4,69781.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,87.9,False,False,False,False,False,True,False,True,True,136.97,0.1,0.6,0.0,866,0.0159,,,52.999221,53.0046,-1.211798,-1.204175,0,57.305,34.327,,,,
V-Vfb02e,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02e\V-Vfb02e.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02e\V-Vfb02e.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02e.csv,980,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,202703,,0,0.0,,0,0,Time Since Start of Day (seconds),0,69781.4,69879.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,97.9,False,False,False,False,False,True,False,True,True,60.81,0.1,0.1,0.0,979,0.001,,,52.991842,53.004157,-1.221159,-1.211806,0,73.861,55.699,,,,
V-Vfb02f,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02f\V-Vfb02f.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02f\V-Vfb02f.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02f.csv,660,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,136684,,0,0.0,,0,0,Time Since Start of Day (seconds),0,69879.4,69945.3,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,65.9,False,False,False,False,False,True,False,True,True,109.72,0.1,0.1,0.0,659,0.0015,,,52.98981,52.991834,-1.225665,-1.221173,0,49.507,25.797,,,,
V-Vfb02g,V_full,V,vfb,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02g\V-Vfb02g.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vf (Driver E)\V-Vfb02g\V-Vfb02g.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vfb02g.csv,27159,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,5570770,,0,0.0,,0,0,Time Since Start of Day (seconds),0,69945.4,72661.2,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,2715.8,False,False,False,False,False,True,False,True,True,130.12,0.1,0.3,0.0,27147,0.0004,,,52.553116,52.990395,-1.547291,-1.225686,0,119.383,84.241,,,,
V-Vta10,V_full,V,vta,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vta (Driver E)\Vta10\V-Vta10.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vta (Driver E)\Vta10\V-Vta10.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vta10.csv,1570,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,321356,,0,0.0,,0,0,Time Since Start of Day (seconds),0,43303.2,43460.1,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,156.9,False,False,False,False,False,True,False,True,True,136.86,0.1,0.1,0.0,1569,0.0006,,,52.881567,52.890915,-1.767034,-1.714484,0,117.954,90.699,,,,
V-vta10,V_sync,V,vta,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta10\V-vta10.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta10\V-vta10.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vta10.csv,1502,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,317921,,0,0.0,,0,0,Time Since Start of Day (seconds),0,43309.9,43460.0,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,150.1,False,False,False,False,False,True,False,True,True,136.86,0.1,0.1,0.0,1501,0.0007,,,52.881767,52.890904,-1.767002,-1.717416,0,117.954,89.991,,,,
V-Vta11,V_full,V,vta,E,FordFiestaTitanium,,2,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vta (Driver E)\Vta11\V-Vta11.csv,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Vta (Driver E)\Vta11\V-Vta11.csv|Unsynchronised V and S Dataset\Uncategorised IOVNB (V and S) Dataset\V-Dataset\V-Vta11.csv,589,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,122161,,0,0.0,,0,0,Time Since Start of Day (seconds),0,43464.1,43522.9,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,58.8,False,False,False,False,False,True,False,True,True,136.49,0.1,0.1,0.0,588,0.0017,,,52.891344,52.894654,-1.776008,-1.768353,0,97.657,56.274,,,,
V-vta11,V_sync,V,vta,E,FordFiestaTitanium,,2,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta11\V-vta11.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vta (Driver E)\Vta11\V-vta11.csv|Synchronised V abd S datasets\Uncategorised IOVNB Dataset\V-Dataset\V-vta11.csv,510,29,No of GPS Satellites Available|Time Since Start of Day (seconds)|Latitude (degrees)|Longitude (degrees)|Velocity (km/hr)|Heading (degrees)|Height (km)|Vertical velocity (km/hr)|Sample period (seconds)|Steering Angle (degrees)|Wheel Speed Front Left (rad/sec)|Wheel Speed Front Right (rad/sec)|Wheel Speed Rear Left (rad/sec)|Wheel Speed Rear Right (rad/sec)|Yaw Rate (deg/sec)|Indicated Vehicle Speed (km/hr)|Indicated Longitudinal Acceleration (g)|Indicated Lateral Acceleration (g)|Handbrake (0 or 1)|Gear Requested (Number fof gear employed 1-5)|Gear (Number fof gear employed 1-5)|Engine Speed (rev/min)|Coolant Temperature (degrees)|Clutch Position (0 or 1)|Brake Pressure (psi)|Brake Position (0 or 1)|Battery Voltage (volts)|Air Temperature (degrees)|Accelerator Pedal Position (0 or 1),,111690,,0,0.0,,0,0,Time Since Start of Day (seconds),0,43471.9,43522.8,True,0,0.1,0.1,0.1,0.0,0.1,10.0,0.0,0.0,0.0,0.0,50.9,False,False,False,False,False,True,False,True,True,136.49,0.1,0.1,0.0,509,0.002,,,52.892154,52.894647,-1.776008,-1.771048,0,97.657,50.574,,,,
