dataset_id,variant,kind,driver_id,vehicle_id,phone_id,n_rows,n_cols,duration_s,acc_xyz,gyro_xyz,gravity_xyz,magnetometer_xyz,orientation_xyz,gps,gps_accuracy,gps_satellites,timestamp,vbox_vehicle,sample_rate_hz,duplicate_rows,duplicate_timestamps,t_monotonic,max_gap_s,repair_required,repair_note,group,group_reason,core_eligible
V-St7,V_full,V,C,FordFiestaTitanium,,44427,29,4509.7,False,False,False,False,False,True,False,True,True,True,10.0,0,450,True,5.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfa01,V_full,V,E,FordFiestaTitanium,,11535,29,1153.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfa01,V_sync,V,E,FordFiestaTitanium,,11535,29,1153.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfa02,V_full,V,E,FordFiestaTitanium,,67755,29,6775.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfa02,V_sync,V,E,FordFiestaTitanium,,67755,29,6775.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb01a,V_full,V,E,FordFiestaTitanium,,17000,29,1699.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb01b,V_full,V,E,FordFiestaTitanium,,3880,29,387.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb01c,V_full,V,E,FordFiestaTitanium,,6320,29,631.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb01d,V_full,V,E,FordFiestaTitanium,,10713,29,1071.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02a,V_full,V,E,FordFiestaTitanium,,35960,29,3595.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02b,V_full,V,E,FordFiestaTitanium,,11000,29,1099.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02c,V_full,V,E,FordFiestaTitanium,,640,29,63.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02d,V_full,V,E,FordFiestaTitanium,,880,29,87.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02e,V_full,V,E,FordFiestaTitanium,,980,29,97.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02f,V_full,V,E,FordFiestaTitanium,,660,29,65.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vfb02g,V_full,V,E,FordFiestaTitanium,,27159,29,2715.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta10,V_full,V,E,FordFiestaTitanium,,1570,29,156.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta10,V_sync,V,E,FordFiestaTitanium,,1502,29,150.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta11,V_full,V,E,FordFiestaTitanium,,589,29,58.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta11,V_sync,V,E,FordFiestaTitanium,,510,29,50.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta12,V_full,V,E,FordFiestaTitanium,,690,29,68.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta12,V_sync,V,E,FordFiestaTitanium,,610,29,60.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta13,V_full,V,E,FordFiestaTitanium,,473,29,47.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta13,V_sync,V,E,FordFiestaTitanium,,404,29,40.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta14,V_full,V,E,FordFiestaTitanium,,2893,29,289.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta14,V_sync,V,E,FordFiestaTitanium,,2885,29,288.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta15,V_full,V,E,FordFiestaTitanium,,869,29,86.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta15,V_sync,V,E,FordFiestaTitanium,,833,29,83.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta16,V_full,V,E,FordFiestaTitanium,,11361,29,1136.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta16,V_sync,V,E,FordFiestaTitanium,,11335,29,1133.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta17,V_full,V,E,FordFiestaTitanium,,4594,29,459.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta17,V_sync,V,E,FordFiestaTitanium,,4519,29,451.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta18,V_full,V,E,FordFiestaTitanium,,100,29,9.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta19,V_full,V,E,FordFiestaTitanium,,310,29,30.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta19,V_sync,V,E,FordFiestaTitanium,,292,29,29.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta1a,V_full,V,E,FordFiestaTitanium,,25821,29,2582.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta1a,V_sync,V,E,FordFiestaTitanium,,25676,29,2567.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta1b,V_full,V,E,FordFiestaTitanium,,956,29,95.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta1b,V_sync,V,E,FordFiestaTitanium,,953,29,95.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta2,V_full,V,E,FordFiestaTitanium,,10995,29,1099.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta2,V_sync,V,E,FordFiestaTitanium,,10991,29,1099.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta20,V_full,V,E,FordFiestaTitanium,,3223,29,322.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta20,V_sync,V,E,FordFiestaTitanium,,3223,29,322.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta21,V_full,V,E,FordFiestaTitanium,,2088,29,208.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta21,V_sync,V,E,FordFiestaTitanium,,2079,29,207.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta22,V_full,V,E,FordFiestaTitanium,,1572,29,157.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta22,V_sync,V,E,FordFiestaTitanium,,1564,29,156.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta23,V_full,V,E,FordFiestaTitanium,,1119,29,111.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta23,V_sync,V,E,FordFiestaTitanium,,1110,29,110.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta24,V_full,V,E,FordFiestaTitanium,,1184,29,118.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta24,V_sync,V,E,FordFiestaTitanium,,1171,29,117.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta25,V_full,V,E,FordFiestaTitanium,,646,29,64.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta25,V_sync,V,E,FordFiestaTitanium,,646,29,64.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta26,V_full,V,E,FordFiestaTitanium,,1947,29,194.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta26,V_sync,V,E,FordFiestaTitanium,,1935,29,193.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta27,V_full,V,E,FordFiestaTitanium,,2853,29,285.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta27,V_sync,V,E,FordFiestaTitanium,,2540,29,253.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta28,V_full,V,E,FordFiestaTitanium,,4219,29,421.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta28,V_sync,V,E,FordFiestaTitanium,,4210,29,420.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta29,V_full,V,E,FordFiestaTitanium,,23737,29,2373.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta29,V_sync,V,E,FordFiestaTitanium,,23705,29,2370.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta3,V_full,V,E,FordFiestaTitanium,,875,29,87.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta3,V_sync,V,E,FordFiestaTitanium,,645,29,64.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta30,V_full,V,E,FordFiestaTitanium,,17179,29,1717.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta30,V_sync,V,E,FordFiestaTitanium,,17136,29,1713.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta4,V_full,V,E,FordFiestaTitanium,,1809,29,180.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta4,V_sync,V,E,FordFiestaTitanium,,1789,29,178.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta5,V_full,V,E,FordFiestaTitanium,,357,29,35.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta5,V_sync,V,E,FordFiestaTitanium,,307,29,30.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta6,V_full,V,E,FordFiestaTitanium,,1393,29,139.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta6,V_sync,V,E,FordFiestaTitanium,,1376,29,137.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta7,V_full,V,E,FordFiestaTitanium,,857,29,85.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta7,V_sync,V,E,FordFiestaTitanium,,840,29,83.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta8,V_full,V,E,FordFiestaTitanium,,3697,29,369.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta8,V_sync,V,E,FordFiestaTitanium,,3676,29,367.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vta9,V_full,V,E,FordFiestaTitanium,,226,29,22.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vta9,V_sync,V,E,FordFiestaTitanium,,156,29,15.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb1,V_full,V,E,FordFiestaTitanium,,32459,29,3245.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb1,V_sync,V,E,FordFiestaTitanium,,32459,29,3245.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb10,V_full,V,E,FordFiestaTitanium,,195,29,19.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb10,V_sync,V,E,FordFiestaTitanium,,195,29,19.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb11,V_full,V,E,FordFiestaTitanium,,433,29,43.2,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb11,V_sync,V,E,FordFiestaTitanium,,361,29,36.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb12,V_full,V,E,FordFiestaTitanium,,490,29,48.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb12,V_sync,V,E,FordFiestaTitanium,,447,29,44.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb13,V_full,V,E,FordFiestaTitanium,,1245,29,124.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb2,V_full,V,E,FordFiestaTitanium,,5712,29,571.1,False,False,False,False,False,True,False,True,True,True,10.0,1,1,True,0.2,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb2,V_sync,V,E,FordFiestaTitanium,,5712,29,571.1,False,False,False,False,False,True,False,True,True,True,10.0,1,1,True,0.2,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb3,V_full,V,E,FordFiestaTitanium,,8289,29,828.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb3,V_sync,V,E,FordFiestaTitanium,,8240,29,823.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb4,V_full,V,E,FordFiestaTitanium,,625,29,62.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb4,V_sync,V,E,FordFiestaTitanium,,556,29,55.5,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb5,V_full,V,E,FordFiestaTitanium,,64610,29,6460.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb5,V_sync,V,E,FordFiestaTitanium,,64388,29,6438.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.101,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb6,V_full,V,E,FordFiestaTitanium,,508,29,50.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb6,V_sync,V,E,FordFiestaTitanium,,498,29,49.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb7,V_full,V,E,FordFiestaTitanium,,461,29,46.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb7,V_sync,V,E,FordFiestaTitanium,,461,29,46.0,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb8,V_full,V,E,FordFiestaTitanium,,699,29,69.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb8,V_sync,V,E,FordFiestaTitanium,,668,29,66.7,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vtb9,V_full,V,E,FordFiestaTitanium,,457,29,45.6,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-vtb9,V_sync,V,E,FordFiestaTitanium,,452,29,45.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw1,V_full,V,E,FordFiestaTitanium,,20475,29,2047.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw1,V_sync,V,E,FordFiestaTitanium,,20475,29,2047.4,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw10,V_full,V,E,FordFiestaTitanium,,670,29,66.9,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw10,V_sync,V,E,FordFiestaTitanium,,652,29,65.1,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw11,V_full,V,E,FordFiestaTitanium,,4924,29,492.3,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
V-Vw11,V_sync,V,E,FordFiestaTitanium,,4909,29,490.8,False,False,False,False,False,True,False,True,True,True,10.0,0,0,True,0.1,False,,D,"vehicle/VBOX/ECU schema (29 ECU channels, no smartphone IMU); must never be row-concatenated with smartphone data",False
